id,filename,label,upload_date,size_kb,notes,file_path,thumbnail_path
img-7673534e,Cancer_24.jpg,tumor,2025-06-21T17:57:29.921119,18,,uploads\Cancer_24_65d8f5f7_.jpg,thumbnails\thumb_Cancer_24_65d8f5f7_.jpg.jpg
img-012ffca2,Cancer_25.jpg,tumor,2025-06-21T17:57:29.939729,17,,uploads\Cancer_25_bed9432c_.jpg,thumbnails\thumb_Cancer_25_bed9432c_.jpg.jpg
img-b1833fe2,Cancer_26.jpg,tumor,2025-06-21T17:57:29.956881,20,,uploads\Cancer_26_68d8cded_.jpg,thumbnails\thumb_Cancer_26_68d8cded_.jpg.jpg
img-c48ccf9c,Cancer_27.jpg,tumor,2025-06-21T17:57:29.975519,29,,uploads\Cancer_27_a6cadbeb_.jpg,thumbnails\thumb_Cancer_27_a6cadbeb_.jpg.jpg
img-2fbf7700,Cancer_28.jpg,tumor,2025-06-21T17:57:29.993166,28,,uploads\Cancer_28_ed411762_.jpg,thumbnails\thumb_Cancer_28_ed411762_.jpg.jpg
img-a8aa3ff2,Cancer_29.jpg,tumor,2025-06-21T17:57:30.010893,29,,uploads\Cancer_29_89d25d5c_.jpg,thumbnails\thumb_Cancer_29_89d25d5c_.jpg.jpg
img-fd0d3f2f,Cancer_30.jpg,tumor,2025-06-21T17:57:30.028682,32,,uploads\Cancer_30_fbe69dce_.jpg,thumbnails\thumb_Cancer_30_fbe69dce_.jpg.jpg
img-a87388c4,Cancer_31.jpg,tumor,2025-06-21T17:57:30.053687,35,,uploads\Cancer_31_e83959ab_.jpg,thumbnails\thumb_Cancer_31_e83959ab_.jpg.jpg
img-3c50cf77,Cancer_32.jpg,tumor,2025-06-21T17:57:30.071293,18,,uploads\Cancer_32_3a5358e9_.jpg,thumbnails\thumb_Cancer_32_3a5358e9_.jpg.jpg
img-85934d1b,Cancer_33.jpg,tumor,2025-06-21T17:57:30.090322,18,,uploads\Cancer_33_a0b5c11f_.jpg,thumbnails\thumb_Cancer_33_a0b5c11f_.jpg.jpg
img-715a1869,Cancer_34.jpg,tumor,2025-06-21T17:57:30.107365,18,,uploads\Cancer_34_513f8613_.jpg,thumbnails\thumb_Cancer_34_513f8613_.jpg.jpg
img-40c77ae1,Cancer_35.jpg,tumor,2025-06-21T17:57:30.128754,21,,uploads\Cancer_35_a10a9165_.jpg,thumbnails\thumb_Cancer_35_a10a9165_.jpg.jpg
img-5126a171,Cancer_36.jpg,tumor,2025-06-21T17:57:30.146297,23,,uploads\Cancer_36_56f5adb2_.jpg,thumbnails\thumb_Cancer_36_56f5adb2_.jpg.jpg
img-94677b46,Cancer_37.jpg,tumor,2025-06-21T17:57:30.163464,23,,uploads\Cancer_37_24aaf575_.jpg,thumbnails\thumb_Cancer_37_24aaf575_.jpg.jpg
img-5cdb845d,Cancer_38.jpg,tumor,2025-06-21T17:57:30.181585,24,,uploads\Cancer_38_5dabd58c_.jpg,thumbnails\thumb_Cancer_38_5dabd58c_.jpg.jpg
img-a0237b83,Cancer_39.jpg,tumor,2025-06-21T17:57:30.200554,23,,uploads\Cancer_39_1aa7ff01_.jpg,thumbnails\thumb_Cancer_39_1aa7ff01_.jpg.jpg
img-3a0f9214,Cancer_40.jpg,tumor,2025-06-21T17:57:30.217844,26,,uploads\Cancer_40_15d86759_.jpg,thumbnails\thumb_Cancer_40_15d86759_.jpg.jpg
img-0f6ec5a2,Cancer_41.jpg,tumor,2025-06-21T17:57:30.235376,29,,uploads\Cancer_41_4286994c_.jpg,thumbnails\thumb_Cancer_41_4286994c_.jpg.jpg
img-298d3c1f,Cancer_42.jpg,tumor,2025-06-21T17:57:30.253536,29,,uploads\Cancer_42_1c59e6ca_.jpg,thumbnails\thumb_Cancer_42_1c59e6ca_.jpg.jpg
img-52d20b92,Cancer_43.jpg,tumor,2025-06-21T17:57:30.275113,30,,uploads\Cancer_43_754d9b34_.jpg,thumbnails\thumb_Cancer_43_754d9b34_.jpg.jpg
img-79d85973,Cancer_44.jpg,tumor,2025-06-21T17:57:30.299656,28,,uploads\Cancer_44_a0f944eb_.jpg,thumbnails\thumb_Cancer_44_a0f944eb_.jpg.jpg
img-17e5797d,Cancer_45.jpg,tumor,2025-06-21T17:57:30.331335,26,,uploads\Cancer_45_4b0c8339_.jpg,thumbnails\thumb_Cancer_45_4b0c8339_.jpg.jpg
img-940d2218,Cancer_46.jpg,tumor,2025-06-21T17:57:30.357506,25,,uploads\Cancer_46_99e00b57_.jpg,thumbnails\thumb_Cancer_46_99e00b57_.jpg.jpg
img-6ffa7b04,Cancer_47.jpg,tumor,2025-06-21T17:57:30.380432,24,,uploads\Cancer_47_30b05711_.jpg,thumbnails\thumb_Cancer_47_30b05711_.jpg.jpg
img-7b55a7dc,Cancer_48.jpg,tumor,2025-06-21T17:57:30.398519,24,,uploads\Cancer_48_90da651e_.jpg,thumbnails\thumb_Cancer_48_90da651e_.jpg.jpg
img-15af296f,Cancer_49.jpg,tumor,2025-06-21T17:57:30.415768,24,,uploads\Cancer_49_8e678745_.jpg,thumbnails\thumb_Cancer_49_8e678745_.jpg.jpg
img-cc1bea8e,Cancer_50.jpg,tumor,2025-06-21T17:57:33.220211,28,,uploads\Cancer_50_29c27117_.jpg,thumbnails\thumb_Cancer_50_29c27117_.jpg.jpg
img-a9c750f6,Cancer_51.jpg,tumor,2025-06-21T17:57:33.239294,25,,uploads\Cancer_51_1be60201_.jpg,thumbnails\thumb_Cancer_51_1be60201_.jpg.jpg
img-7e105355,Cancer_52.jpg,tumor,2025-06-21T17:57:33.257702,29,,uploads\Cancer_52_e1683802_.jpg,thumbnails\thumb_Cancer_52_e1683802_.jpg.jpg
img-86c9dbbd,Cancer_53.jpg,tumor,2025-06-21T17:57:33.276706,29,,uploads\Cancer_53_d04244b1_.jpg,thumbnails\thumb_Cancer_53_d04244b1_.jpg.jpg
img-99b32895,Cancer_54.jpg,tumor,2025-06-21T17:57:33.296269,28,,uploads\Cancer_54_ca8b5173_.jpg,thumbnails\thumb_Cancer_54_ca8b5173_.jpg.jpg
img-7ecead7e,Cancer_55.jpg,tumor,2025-06-21T17:57:33.313833,27,,uploads\Cancer_55_c8692b31_.jpg,thumbnails\thumb_Cancer_55_c8692b31_.jpg.jpg
img-7b1257cd,Cancer_56.jpg,tumor,2025-06-21T17:57:33.331854,28,,uploads\Cancer_56_89011f25_.jpg,thumbnails\thumb_Cancer_56_89011f25_.jpg.jpg
img-ea8b3bd5,Cancer_57.jpg,tumor,2025-06-21T17:57:33.350749,30,,uploads\Cancer_57_598d5dda_.jpg,thumbnails\thumb_Cancer_57_598d5dda_.jpg.jpg
img-e24fa417,Cancer_58.jpg,tumor,2025-06-21T17:57:33.367793,26,,uploads\Cancer_58_0de91527_.jpg,thumbnails\thumb_Cancer_58_0de91527_.jpg.jpg
img-dcb9cbea,Cancer_59.jpg,tumor,2025-06-21T17:57:33.385951,25,,uploads\Cancer_59_a3d0919e_.jpg,thumbnails\thumb_Cancer_59_a3d0919e_.jpg.jpg
img-0fa2c9bc,Cancer_60.jpg,tumor,2025-06-21T17:57:33.403950,25,,uploads\Cancer_60_2c0ed5aa_.jpg,thumbnails\thumb_Cancer_60_2c0ed5aa_.jpg.jpg
img-2d74b992,Cancer_61.jpg,tumor,2025-06-21T17:57:33.421344,25,,uploads\Cancer_61_aab9826d_.jpg,thumbnails\thumb_Cancer_61_aab9826d_.jpg.jpg
img-76ec443f,Cancer_62.jpg,tumor,2025-06-21T17:57:33.437881,35,,uploads\Cancer_62_bc2b2a89_.jpg,thumbnails\thumb_Cancer_62_bc2b2a89_.jpg.jpg
img-60feb2ab,Cancer_63.jpg,tumor,2025-06-21T17:57:33.455955,34,,uploads\Cancer_63_f80e50ab_.jpg,thumbnails\thumb_Cancer_63_f80e50ab_.jpg.jpg
img-2e2c631a,Cancer_64.jpg,tumor,2025-06-21T17:57:33.472801,35,,uploads\Cancer_64_83a710d1_.jpg,thumbnails\thumb_Cancer_64_83a710d1_.jpg.jpg
img-d8f7b693,Cancer_65.jpg,tumor,2025-06-21T17:57:33.491296,31,,uploads\Cancer_65_32bf33aa_.jpg,thumbnails\thumb_Cancer_65_32bf33aa_.jpg.jpg
img-80522621,Cancer_66.jpg,tumor,2025-06-21T17:57:33.509859,29,,uploads\Cancer_66_3a6d5fb8_.jpg,thumbnails\thumb_Cancer_66_3a6d5fb8_.jpg.jpg
img-398eb8d4,Cancer_67.jpg,tumor,2025-06-21T17:57:33.528516,31,,uploads\Cancer_67_baedc129_.jpg,thumbnails\thumb_Cancer_67_baedc129_.jpg.jpg
img-5422fc64,Cancer_68.jpg,tumor,2025-06-21T17:57:33.545931,33,,uploads\Cancer_68_42d637af_.jpg,thumbnails\thumb_Cancer_68_42d637af_.jpg.jpg
img-2b7d46b4,Cancer_69.jpg,tumor,2025-06-21T17:57:33.563879,31,,uploads\Cancer_69_93f4e503_.jpg,thumbnails\thumb_Cancer_69_93f4e503_.jpg.jpg
img-504f7548,Cancer_70.jpg,tumor,2025-06-21T17:57:33.581034,30,,uploads\Cancer_70_0a163217_.jpg,thumbnails\thumb_Cancer_70_0a163217_.jpg.jpg
img-2dd9ed25,Cancer_71.jpg,tumor,2025-06-21T17:57:33.598104,31,,uploads\Cancer_71_7a8a5693_.jpg,thumbnails\thumb_Cancer_71_7a8a5693_.jpg.jpg
img-a99bb51a,Cancer_72.jpg,tumor,2025-06-21T17:57:33.613996,26,,uploads\Cancer_72_5c50dfe1_.jpg,thumbnails\thumb_Cancer_72_5c50dfe1_.jpg.jpg
img-f8f57dd9,Cancer_73.jpg,tumor,2025-06-21T17:57:33.631192,27,,uploads\Cancer_73_1fb5378c_.jpg,thumbnails\thumb_Cancer_73_1fb5378c_.jpg.jpg
img-c82cc9c7,Cancer_74.jpg,tumor,2025-06-21T17:57:33.647526,25,,uploads\Cancer_74_48b88156_.jpg,thumbnails\thumb_Cancer_74_48b88156_.jpg.jpg
img-7af77cc8,Cancer_75.jpg,tumor,2025-06-21T17:57:33.664618,26,,uploads\Cancer_75_9004e90f_.jpg,thumbnails\thumb_Cancer_75_9004e90f_.jpg.jpg
img-ef328230,Cancer_76.jpg,tumor,2025-06-21T17:57:33.680580,26,,uploads\Cancer_76_2e1899c1_.jpg,thumbnails\thumb_Cancer_76_2e1899c1_.jpg.jpg
img-f42ad0ec,Cancer_77.jpg,tumor,2025-06-21T17:57:33.697537,25,,uploads\Cancer_77_5e9803b9_.jpg,thumbnails\thumb_Cancer_77_5e9803b9_.jpg.jpg
img-53b9356d,Cancer_78.jpg,tumor,2025-06-21T17:57:33.714668,29,,uploads\Cancer_78_15f8217d_.jpg,thumbnails\thumb_Cancer_78_15f8217d_.jpg.jpg
img-43a181d8,Cancer_79.jpg,tumor,2025-06-21T17:57:33.731408,25,,uploads\Cancer_79_8e27a18e_.jpg,thumbnails\thumb_Cancer_79_8e27a18e_.jpg.jpg
img-b1a0e629,Cancer_80.jpg,tumor,2025-06-21T17:57:33.748089,28,,uploads\Cancer_80_a8146e7b_.jpg,thumbnails\thumb_Cancer_80_a8146e7b_.jpg.jpg
img-c226267e,Cancer_81.jpg,tumor,2025-06-21T17:57:33.765052,33,,uploads\Cancer_81_b7bab5e7_.jpg,thumbnails\thumb_Cancer_81_b7bab5e7_.jpg.jpg
img-e282e141,Cancer_82.jpg,tumor,2025-06-21T17:57:33.781903,33,,uploads\Cancer_82_e9026ca0_.jpg,thumbnails\thumb_Cancer_82_e9026ca0_.jpg.jpg
img-ace249e8,Cancer_83.jpg,tumor,2025-06-21T17:57:33.800717,32,,uploads\Cancer_83_a2d37f88_.jpg,thumbnails\thumb_Cancer_83_a2d37f88_.jpg.jpg
img-b5a43a9f,Cancer_84.jpg,tumor,2025-06-21T17:57:33.821101,29,,uploads\Cancer_84_ac5ed02f_.jpg,thumbnails\thumb_Cancer_84_ac5ed02f_.jpg.jpg
img-91167cde,Cancer_85.jpg,tumor,2025-06-21T17:57:33.839538,27,,uploads\Cancer_85_561dac13_.jpg,thumbnails\thumb_Cancer_85_561dac13_.jpg.jpg
img-ab979f09,Cancer_86.jpg,tumor,2025-06-21T17:57:33.859140,26,,uploads\Cancer_86_e8362874_.jpg,thumbnails\thumb_Cancer_86_e8362874_.jpg.jpg
img-b7121ac3,Cancer_87.jpg,tumor,2025-06-21T17:57:33.877407,33,,uploads\Cancer_87_480c3196_.jpg,thumbnails\thumb_Cancer_87_480c3196_.jpg.jpg
img-355421b3,Cancer_88.jpg,tumor,2025-06-21T17:57:33.894949,29,,uploads\Cancer_88_c5a109c3_.jpg,thumbnails\thumb_Cancer_88_c5a109c3_.jpg.jpg
img-cdd3d3d5,Cancer_89.jpg,tumor,2025-06-21T17:57:33.913331,32,,uploads\Cancer_89_5b2ca76f_.jpg,thumbnails\thumb_Cancer_89_5b2ca76f_.jpg.jpg
img-9592ec2e,Cancer_90.jpg,tumor,2025-06-21T17:57:33.934558,31,,uploads\Cancer_90_5b9dec25_.jpg,thumbnails\thumb_Cancer_90_5b9dec25_.jpg.jpg
img-63863774,Cancer_91.jpg,tumor,2025-06-21T17:57:33.953572,28,,uploads\Cancer_91_ad1e1f31_.jpg,thumbnails\thumb_Cancer_91_ad1e1f31_.jpg.jpg
img-494fc500,Cancer_92.jpg,tumor,2025-06-21T17:57:33.972092,29,,uploads\Cancer_92_b0d052e1_.jpg,thumbnails\thumb_Cancer_92_b0d052e1_.jpg.jpg
img-24f1e0b1,Cancer_93.jpg,tumor,2025-06-21T17:57:33.991149,27,,uploads\Cancer_93_d7d4c1dd_.jpg,thumbnails\thumb_Cancer_93_d7d4c1dd_.jpg.jpg
img-7a6be133,Cancer_94.jpg,tumor,2025-06-21T17:57:34.007952,33,,uploads\Cancer_94_5c0278dc_.jpg,thumbnails\thumb_Cancer_94_5c0278dc_.jpg.jpg
img-6391896a,Cancer_95.jpg,tumor,2025-06-21T17:57:34.025362,31,,uploads\Cancer_95_aad52d2c_.jpg,thumbnails\thumb_Cancer_95_aad52d2c_.jpg.jpg
img-cd49fb8e,Cancer_96.jpg,tumor,2025-06-21T17:57:34.043157,31,,uploads\Cancer_96_0810ee18_.jpg,thumbnails\thumb_Cancer_96_0810ee18_.jpg.jpg
img-cdb13689,Cancer_97.jpg,tumor,2025-06-21T17:57:34.061755,32,,uploads\Cancer_97_7f03e54d_.jpg,thumbnails\thumb_Cancer_97_7f03e54d_.jpg.jpg
img-537b2491,Cancer_98.jpg,tumor,2025-06-21T17:57:34.079286,29,,uploads\Cancer_98_24e6f88e_.jpg,thumbnails\thumb_Cancer_98_24e6f88e_.jpg.jpg
img-db0375ba,Cancer_99.jpg,tumor,2025-06-21T17:57:34.103907,22,,uploads\Cancer_99_e749f1dd_.jpg,thumbnails\thumb_Cancer_99_e749f1dd_.jpg.jpg
img-34f9e4fd,Cancer_100.jpg,tumor,2025-06-21T17:57:34.498271,27,,uploads\Cancer_100_5ac4b517_.jpg,thumbnails\thumb_Cancer_100_5ac4b517_.jpg.jpg
img-f8952de2,Cancer_101.jpg,tumor,2025-06-21T17:57:34.516908,28,,uploads\Cancer_101_9a9cd0e1_.jpg,thumbnails\thumb_Cancer_101_9a9cd0e1_.jpg.jpg
img-cb252d14,Cancer_102.jpg,tumor,2025-06-21T17:57:34.534295,27,,uploads\Cancer_102_71fc4637_.jpg,thumbnails\thumb_Cancer_102_71fc4637_.jpg.jpg
img-f19524f6,Cancer_103.jpg,tumor,2025-06-21T17:57:34.555887,23,,uploads\Cancer_103_557fb9f2_.jpg,thumbnails\thumb_Cancer_103_557fb9f2_.jpg.jpg
img-30356f9f,Cancer_104.jpg,tumor,2025-06-21T17:57:34.576381,26,,uploads\Cancer_104_baca39f3_.jpg,thumbnails\thumb_Cancer_104_baca39f3_.jpg.jpg
img-2215c469,Cancer_105.jpg,tumor,2025-06-21T17:57:34.595217,27,,uploads\Cancer_105_dc0e85b6_.jpg,thumbnails\thumb_Cancer_105_dc0e85b6_.jpg.jpg
img-f5e4114a,Cancer_106.jpg,tumor,2025-06-21T17:57:34.612553,28,,uploads\Cancer_106_dba1080b_.jpg,thumbnails\thumb_Cancer_106_dba1080b_.jpg.jpg
img-cc5d6bb6,Cancer_107.jpg,tumor,2025-06-21T17:57:34.631084,26,,uploads\Cancer_107_af60d848_.jpg,thumbnails\thumb_Cancer_107_af60d848_.jpg.jpg
img-c2e45788,Cancer_108.jpg,tumor,2025-06-21T17:57:34.648669,29,,uploads\Cancer_108_930ee416_.jpg,thumbnails\thumb_Cancer_108_930ee416_.jpg.jpg
img-a93ccb4e,Cancer_109.jpg,tumor,2025-06-21T17:57:34.665395,28,,uploads\Cancer_109_d9b72462_.jpg,thumbnails\thumb_Cancer_109_d9b72462_.jpg.jpg
img-68e88635,Cancer_110.jpg,tumor,2025-06-21T17:57:34.682817,31,,uploads\Cancer_110_7b53b403_.jpg,thumbnails\thumb_Cancer_110_7b53b403_.jpg.jpg
img-4480cbed,Cancer_111.jpg,tumor,2025-06-21T17:57:34.699454,32,,uploads\Cancer_111_86bd0cb2_.jpg,thumbnails\thumb_Cancer_111_86bd0cb2_.jpg.jpg
img-3750d7e5,Cancer_112.jpg,tumor,2025-06-21T17:57:34.717098,32,,uploads\Cancer_112_b752ff0e_.jpg,thumbnails\thumb_Cancer_112_b752ff0e_.jpg.jpg
img-244f266f,Cancer_113.jpg,tumor,2025-06-21T17:57:34.734537,35,,uploads\Cancer_113_cda476e7_.jpg,thumbnails\thumb_Cancer_113_cda476e7_.jpg.jpg
img-7ddcbc22,Cancer_114.jpg,tumor,2025-06-21T17:57:34.752252,28,,uploads\Cancer_114_8698fc38_.jpg,thumbnails\thumb_Cancer_114_8698fc38_.jpg.jpg
img-e99a5580,Cancer_115.jpg,tumor,2025-06-21T17:57:34.771183,31,,uploads\Cancer_115_f373ed61_.jpg,thumbnails\thumb_Cancer_115_f373ed61_.jpg.jpg
img-2c5bba47,Cancer_116.jpg,tumor,2025-06-21T17:57:34.788243,25,,uploads\Cancer_116_3740ae97_.jpg,thumbnails\thumb_Cancer_116_3740ae97_.jpg.jpg
img-071c7313,Cancer_117.jpg,tumor,2025-06-21T17:57:34.807203,23,,uploads\Cancer_117_efa1bdb6_.jpg,thumbnails\thumb_Cancer_117_efa1bdb6_.jpg.jpg
img-e6794801,Cancer_118.jpg,tumor,2025-06-21T17:57:34.823963,25,,uploads\Cancer_118_bb3a0e30_.jpg,thumbnails\thumb_Cancer_118_bb3a0e30_.jpg.jpg
img-5a8eb2f8,Cancer_119.jpg,tumor,2025-06-21T17:57:34.841267,24,,uploads\Cancer_119_241a9925_.jpg,thumbnails\thumb_Cancer_119_241a9925_.jpg.jpg
img-4fd86d6b,Cancer_120.jpg,tumor,2025-06-21T17:57:34.858619,25,,uploads\Cancer_120_a8f920b8_.jpg,thumbnails\thumb_Cancer_120_a8f920b8_.jpg.jpg
img-4262e70b,Cancer_121.jpg,tumor,2025-06-21T17:57:34.877170,26,,uploads\Cancer_121_135a199b_.jpg,thumbnails\thumb_Cancer_121_135a199b_.jpg.jpg
img-37aea82d,Cancer_122.jpg,tumor,2025-06-21T17:57:34.894389,24,,uploads\Cancer_122_2305a6ab_.jpg,thumbnails\thumb_Cancer_122_2305a6ab_.jpg.jpg
img-2dfafc77,Cancer_123.jpg,tumor,2025-06-21T17:57:34.912422,27,,uploads\Cancer_123_90e7b28e_.jpg,thumbnails\thumb_Cancer_123_90e7b28e_.jpg.jpg
img-bb3a6c90,Cancer_124.jpg,tumor,2025-06-21T17:57:34.930717,28,,uploads\Cancer_124_b2591898_.jpg,thumbnails\thumb_Cancer_124_b2591898_.jpg.jpg
img-19303a11,Cancer_125.jpg,tumor,2025-06-21T17:57:34.951798,28,,uploads\Cancer_125_0bb19ab8_.jpg,thumbnails\thumb_Cancer_125_0bb19ab8_.jpg.jpg
img-1c4b50db,Cancer_126.jpg,tumor,2025-06-21T17:57:34.972400,29,,uploads\Cancer_126_497209ef_.jpg,thumbnails\thumb_Cancer_126_497209ef_.jpg.jpg
img-d3d5f141,Cancer_127.jpg,tumor,2025-06-21T17:57:34.991467,27,,uploads\Cancer_127_e8924b92_.jpg,thumbnails\thumb_Cancer_127_e8924b92_.jpg.jpg
img-60f68b5a,Cancer_128.jpg,tumor,2025-06-21T17:57:35.008895,26,,uploads\Cancer_128_9a4af9a0_.jpg,thumbnails\thumb_Cancer_128_9a4af9a0_.jpg.jpg
img-146def53,Cancer_129.jpg,tumor,2025-06-21T17:57:35.027404,26,,uploads\Cancer_129_0fd4ebdf_.jpg,thumbnails\thumb_Cancer_129_0fd4ebdf_.jpg.jpg
img-bc493bbd,Cancer_130.jpg,tumor,2025-06-21T17:57:35.045710,26,,uploads\Cancer_130_a0ca07e0_.jpg,thumbnails\thumb_Cancer_130_a0ca07e0_.jpg.jpg
img-739dd39a,Cancer_131.jpg,tumor,2025-06-21T17:57:35.063573,24,,uploads\Cancer_131_fd954a47_.jpg,thumbnails\thumb_Cancer_131_fd954a47_.jpg.jpg
img-33b676b9,Cancer_132.jpg,tumor,2025-06-21T17:57:35.080405,28,,uploads\Cancer_132_fc048985_.jpg,thumbnails\thumb_Cancer_132_fc048985_.jpg.jpg
img-42c51109,Cancer_133.jpg,tumor,2025-06-21T17:57:35.098935,29,,uploads\Cancer_133_feacdebb_.jpg,thumbnails\thumb_Cancer_133_feacdebb_.jpg.jpg
img-4260e3bb,Cancer_134.jpg,tumor,2025-06-21T17:57:35.115902,28,,uploads\Cancer_134_aba530e8_.jpg,thumbnails\thumb_Cancer_134_aba530e8_.jpg.jpg
img-633f4ff8,Cancer_135.jpg,tumor,2025-06-21T17:57:35.133023,25,,uploads\Cancer_135_ab2d8031_.jpg,thumbnails\thumb_Cancer_135_ab2d8031_.jpg.jpg
img-8e02737c,Cancer_136.jpg,tumor,2025-06-21T17:57:35.149861,24,,uploads\Cancer_136_90053d2c_.jpg,thumbnails\thumb_Cancer_136_90053d2c_.jpg.jpg
img-d9001ec0,Cancer_137.jpg,tumor,2025-06-21T17:57:35.166804,25,,uploads\Cancer_137_391649d8_.jpg,thumbnails\thumb_Cancer_137_391649d8_.jpg.jpg
img-f9651718,Cancer_138.jpg,tumor,2025-06-21T17:57:35.184591,25,,uploads\Cancer_138_9da6ad5a_.jpg,thumbnails\thumb_Cancer_138_9da6ad5a_.jpg.jpg
img-b96fe204,Cancer_139.jpg,tumor,2025-06-21T17:57:35.201519,23,,uploads\Cancer_139_dc446eba_.jpg,thumbnails\thumb_Cancer_139_dc446eba_.jpg.jpg
img-192c22ad,Cancer_140.jpg,tumor,2025-06-21T17:57:35.218095,24,,uploads\Cancer_140_930ff506_.jpg,thumbnails\thumb_Cancer_140_930ff506_.jpg.jpg
img-cc50240e,Cancer_141.jpg,tumor,2025-06-21T17:57:35.236403,22,,uploads\Cancer_141_b3fc8426_.jpg,thumbnails\thumb_Cancer_141_b3fc8426_.jpg.jpg
img-68389b56,Cancer_142.jpg,tumor,2025-06-21T17:57:35.254148,29,,uploads\Cancer_142_7baf4213_.jpg,thumbnails\thumb_Cancer_142_7baf4213_.jpg.jpg
